0,0
1073152,0.5519459
2146304,0.6130963
3219456,0.6469074
4292608,0.6702178
5365760,0.6881127
6438912,0.7026579
7516160,0.7147104
8589312,0.7247001
9662464,0.7335026
10735616,0.7411554
11808768,0.7481257
12881920,0.7542642
13955072,0.7599071
15032320,0.7652884
16105472,0.7700807
17178624,0.7743651
18251776,0.7782974
19324928,0.7819493
20398080,0.7856448
21471232,0.7890911
22548480,0.7923909
23621632,0.795513
24694784,0.7984077
25767936,0.8011498
26841088,0.8035678
27914240,0.8062069
28987392,0.8085626
30064640,0.8108746
31137792,0.8129997
32210944,0.8150936
33284096,0.8170162
34357248,0.8188078
35430400,0.8207117
36503552,0.8224629
37580800,0.8242794
38653952,0.8258935
39727104,0.8275418
40800256,0.8291029
41873408,0.830555
42946560,0.8320288
44019712,0.8334216
45096960,0.8346992
46170112,0.8360515
47243264,0.8373259
48316416,0.838591
49389568,0.8397314
50462720,0.8408126
51535872,0.8418939
52613120,0.8429377
53686272,0.8439878
54759424,0.8450971
55832576,0.8462656
56905728,0.8472315
57978880,0.8481008
59052032,0.8490294
60129280,0.8499517
61202432,0.8508584
62275584,0.8516156
63348736,0.8524382
64421888,0.8533232
65495040,0.85418
66568192,0.8549995
67645440,0.8557785
68718592,0.8566198
69791744,0.8573053
70864896,0.8580282
71938048,0.8587262
73011200,0.8594055
74084352,0.8601128
75161600,0.8607796
76234752,0.8614371
77307904,0.861973
78381056,0.8625557
79454208,0.8631072
80527360,0.8636774
81600512,0.8641698
82677760,0.8647213
83750912,0.8652385
84824064,0.8657651
85897216,0.866326
86970368,0.8667871
88043520,0.867267
89116672,0.867697
90193920,0.8681706
91267072,0.8685757
92340224,0.868987
93413376,0.8694139
94486528,0.8699124
95559680,0.8703362
96632832,0.8706945
97710080,0.8710373
98783232,0.871352
99856384,0.8716761
100929536,0.8720126
102002688,0.8723335
103075840,0.8726545
104148992,0.8729567
105226240,0.8733119
106299392,0.8736048
107372544,0.8738697
108445696,0.8742
109518848,0.8744711
110592000,0.874792
111665152,0.8750008
112742400,0.8751846
113815552,0.8754089
114888704,0.8756427
115961856,0.8759137
117035008,0.8761007
118108160,0.8763002
119181312,0.8764746
120258560,0.8767083
121331712,0.8769264
122404864,0.8770791
123478016,0.8771975
124551168,0.8773845
125624320,0.8775777
126701568,0.877749
127774720,0.8779173
128847872,0.8780326
129921024,0.8781759
130994176,0.8783286
132067328,0.878447
133140480,0.8785654
134217728,0.8786901
135290880,0.8787804
136364032,0.8788863
137437184,0.8789954
138510336,0.8790609
139583488,0.8791201
140656640,0.8792167
141733888,0.8792821
142807040,0.8793631
143880192,0.8794192
144953344,0.8794815
146026496,0.8795563
147099648,0.8796217
148172800,0.8796903
149250048,0.8797246
150323200,0.879765
151396352,0.8797868
152469504,0.8798025
153542656,0.8798305
154615808,0.8798461
155688960,0.8798492
156766208,0.8798617
157839360,0.8798648
158912512,0.8798648
159985664,0.8798648
161058816,0.8798648
162131968,0.8798648
163205120,0.8798648
164282368,0.8798648
165355520,0.8798648
166428672,0.8798648
167501824,0.8798648
168574976,0.8798648
169648128,0.8798648
170721280,0.8798648
171798528,0.8798648
172871680,0.8798648
173944832,0.8798648
175017984,0.8798648
176091136,0.8798648
177164288,0.8798648
178237440,0.8798648
179314688,0.8798648
180387840,0.8798648
181460992,0.8798648
182534144,0.8798648
183607296,0.8798648
184680448,0.8798648
185753600,0.8798648
186830848,0.8798648
187904000,0.8798648
188977152,0.8798648
190050304,0.8798648
191123456,0.8798648
192196608,0.8798648
193269760,0.8798648
194347008,0.8798648
195420160,0.8798648
196493312,0.8798648
197566464,0.8798648
198639616,0.8798648
199712768,0.8798648
200785920,0.8798648
