0,0
429457408,0;429457408
858980352,1.93223E-06;858980352
1288437760,1.93223E-06;1288437760
1717960704,1.93223E-06;1717960704
2147483648,1.93223E-06;2147483648
2576941056,1.93223E-06;2576941056
3006464000,1.93223E-06;3006464000
3435921408,2.125453E-06;3435921408
3865444352,2.511899E-06;3865444352
4294967296,3.284791E-06;4294967296
4724424704,3.478013E-06;4724424704
5153947648,3.381402E-05;5153947648
5583405056,3.420047E-05;5583405056
6012928000,3.439369E-05;6012928000
6442450944,3.497336E-05;6442450944
6871908352,3.53598E-05;6871908352
7301431296,3.53598E-05;7301431296
7730888704,3.555303E-05;7730888704
8160411648,3.593947E-05;8160411648
8589934592,3.632592E-05;8589934592
9019392000,3.651914E-05;9019392000
9448914944,3.671236E-05;9448914944
9878372352,3.709881E-05;9878372352
10307895296,3.767848E-05;10307895296
10737418240,3.78717E-05;10737418240
11166875648,3.806493E-05;11166875648
11596398592,3.864459E-05;11596398592
12025856000,3.903104E-05;12025856000
12455378944,3.941749E-05;12455378944
12884901888,4.019038E-05;12884901888
13314359296,4.03836E-05;13314359296
13743882240,4.077005E-05;13743882240
14173339648,4.077005E-05;14173339648
14602862592,4.077005E-05;14602862592
15032320000,4.077005E-05;15032320000
15461842944,4.134972E-05;15461842944
15891365888,4.154294E-05;15891365888
16320823296,4.250905E-05;16320823296
16750346240,4.308872E-05;16750346240
17179803648,4.328195E-05;17179803648
17609326592,4.366839E-05;17609326592
18038849536,4.424806E-05;18038849536
18468306944,4.463451E-05;18468306944
18897829888,4.502095E-05;18897829888
19327287296,4.521418E-05;19327287296
19756810240,4.54074E-05;19756810240
20186333184,4.54074E-05;20186333184
20615790592,4.54074E-05;20615790592
21045313536,4.579384E-05;21045313536
21474770944,4.579384E-05;21474770944
21904293888,4.579384E-05;21904293888
22333816832,0.0003545642;22333816832
22763274240,0.0005902962;22763274240
23192797184,0.0005902962;23192797184
23622254592,0.0006024693;23622254592
24051777536,0.0006167677;24051777536
24481234944,0.0006401477;24481234944
24910757888,0.0006733821;24910757888
25340280832,0.0006733821;25340280832
25769738240,0.0006737685;25769738240
26199261184,0.0007359863;26199261184
26628718592,0.0007359863;26628718592
27058241536,0.0007359863;27058241536
27487764480,0.0007359863;27487764480
27917221888,0.0007359863;27917221888
28346744832,0.0007359863;28346744832
28776202240,0.0007359863;28776202240
29205725184,0.0007359863;29205725184
29635248128,0.0007359863;29635248128
30064705536,0.0007359863;30064705536
30494228480,0.0007359863;30494228480
30923751424,0.0007359863;30923751424
31353208832,0.0007359863;31353208832
31782731776,0.0007359863;31782731776
32212189184,0.0007361795;32212189184
